"","comicName","comicSummary","comicGrade"
"1226","바람도그릴수있다면","쿠바에서 사는 이야기","9.66"
"1227","봉다리","동네농구 이야기","9.62"
"1228","에이디","에이디","9.86"
"1229","그루버","본격! RPG 만화!! 그루브를 아는 그루버들의 와일드한 어드벤쳐!!","9.15"
"1230","초하루밤의달맞이꽃","할게요, 신.","9.79"
"1231","무역의왕","목요 업데이트!!","7.38"
"1232","내일","죽음을 막는 저승사자들","9.89"
"1233","트위너","전국민 농구 대회","9.84"
"1234","살인방귀","코믹 웹툰","9.69"
"1235","가가와자반이","평범한 우리 가족","9.64"
"1236","귀엽잖아","귀여운 만화","9.86"
"1237","하엔","추리/판타지/SF","9.60"
"1238","헤이노르딕","스물아홉, 북유럽 여행~","9.86"
"1239","용사갑,마왕을","갑을 관계의 그들","9.88"
"1240","그냥조금불편할뿐인데","장애인의 꿈과 사랑","9.88"
"1241","쓰리스쿨즈","이 동네 실세는 누구?","9.90"
"1242","스페로스페라","사신 판타지","9.88"
"1243","행쇼","짝사랑","9.77"
"1244","나른해별곰","나른한 이야기","8.81"
"1245","천진난만알바인생","카페 알바 생활툰","9.90"
"1246","페탈(쥬브나일스)","탄생 메르헨","9.85"
"1247","매일,제일","도저히 어울릴 수 없는 우리가...?","9.90"
"1248","뱀이앉은자리","정식연재공지","9.74"
"1249","모드스톤살인사건","모드스톤 살인사건의 전말","9.69"
"1250","사여자","5일 연재♡","9.83"
"1251","중매결혼","중매로 결혼하(려)는 이야기","9.46"
"1252","마왕이되는중2야","마왕이 되는 중2","9.88"
"1253","나이트메어","상큼하게 무섭다!","9.84"
"1254","헨젤","지옥을 거니는 천사.","9.61"
"1255","꽃이피면우리는","이로와는 이로와!","9.87"
"1256","혼자사는여자","혼자사는여자의일상","9.85"
"1257","언더페인팅","로맨틱 성장 드라마","9.89"
"1258","단역:아무개","단역이 주인공인 만화","9.83"
"1259","정상이되고싶어","정상의 친구만들기","9.86"
"1260","도시유사현세전","판타지는 없습니다.","9.34"
"1261","검은새","검은새 - 퇴마 에피소드 (화요일 주간연재)","9.80"
"1262","웅덩이","3웅3색 이야기","9.13"
"1263","고고픽션","신세계","9.78"
"1264","용사의딸","평범하게 살던 하나의 평범하지 않은 학교 적응기","9.77"
"1265","하늘하늘하늘!","현실 로맨스 판타지!","9.76"
"1266","연두툰","그 때가 그리우신 가요? 2000년대 초반 초등학생 연두의 공감되는 일상 (매주 금요일 연재)","9.72"
"1267","이역","이역의 이야기.","9.86"
"1268","내가안했어요","살인사건 추리극","9.83"
"1269","GIMS","왜인지 장르가 많다","9.88"
"1270","네모네모-indosi","네모네모","9.82"
"1271","달콤쌉싸름해","순정단편옴니버스","9.88"
"1272","출근했습니다","출근해서 퇴근까지","9.90"
"1273","하나린하나린","환생세계 판타지!","9.88"
"1274","귀전구담","귀신이 전하는 이야기","9.90"
"1275","헝그리블러드","신세대 드라큘라 가족의 이야기","9.82"
"1276","굥이의하루","굥이의 하루","9.66"
"1277","피카앤부","피카와 부의 동화같은 일상 엿보기^^","9.84"
"1278","포르고드(FORGOD)","푸른빛의 판타지 드라마","9.86"
"1279","소년사이코","사이코소년인 사이코의 일상","9.62"
"1280","도담도담","신비한 능력을 가진 가족의 이야기","9.88"
"1281","해프닝","투믹스 연재중","9.85"
"1282","카타스트로피","공지","9.73"
"1283","날지못하는악마","날못악","9.89"
"1284","검은피의도시","EP.D","9.86"
"1285","이것도친구라고","파란만장한 청춘 라이프","9.88"
"1286","화귀","사람들이 사라진다","9.86"
"1287","쌍둥이부부일기","쌍둥이처럼 똑닮은 부부의 알콩달콩 개그일기","9.87"
"1288","범인에대하여","아름답지 못할망정 질척이는 로맨스","9.87"
"1289","지구를움직이는소년들","Boys Be Ambitious","9.80"
"1290","RUN","영웅이 없는 세상... 스스로를 구원하기 위한 소년의 하드보일드 복수극!!","9.79"
"1291","블루믹(BlueMIC)","연재분업데이트","9.88"
"1292","갑자기판타지","판타지책속으로 들어가다","9.85"
"1293","눈치없는내친구!","캠퍼스 이야기","9.84"
"1294","요스토리/죽음.그물","오랜만이에요","9.72"
"1295","눈꽃","나의 반려묘가 사람이라니","9.84"
"1296","생산직툰","생산직 업무를 하면서 느낀 재미난 에피소드를 4컷 만화로 담았습니다.","9.85"
"1297","뷰티풀싱글라이프","이 남자가 만족하고 사는법","9.89"
"1298","숨비","동성애자, 몽상가, 가출 청소년","9.82"
"1299","겨울밤","묘단과 아람의 이야기","9.85"
"1300","나고야","밤 낮이 다른 여고생 작가의 은밀한 복수와 스릴넘치는 성장기","9.58"
"1301","흐려지지만선명하게","인연에 관한 세가지 이야기","9.68"
"1302","무쇠후라이팬","무쇠팬 쓰는 남자!!","9.90"
"1303","반지하셋방","자매의 자취생활","9.89"
"1304","로보택틱스","AOS 게임 판타지","9.78"
"1305","털털하지만괜찮아!","조금 털털해도 난 좋아.","9.23"
"1306","드리머","액션판타지","9.41"
"1307","퇴마부","와플, 우냐","9.81"
"1308","셀프피쉬","당신의 물고기는","9.87"
"1309","인연입니까?","우리도 인연일까.","9.70"
"1310","구세의블레이딩","소년과 소녀의 이야기","9.70"
"1311","신의프시키온","운명에 맞서는 형제의 이야기.","9.84"
"1312","느루느루하게","스펙타클 하루일기","9.79"
"1313","구라디우스","판타지라이프","9.69"
"1314","보스인스쿨","Boss In School","9.88"
"1315","지구인입니다","외계인들 사이로 납치된 지구인","9.88"
"1316","오늘도형제는평화롭다","돈독한 형제들","9.89"
"1317","하이퍼(HYPER)","히어로 서바이벌 오디션","9.46"
"1318","그림자가족","가족의 그림자가 되어 살아가는 사람들의 상처를 다룬 이야기","9.90"
"1319","모아이스토리","모아이와 친구들의 일상이야기","9.86"
"1320","김치걸x밀크티보이","한국여자+홍콩남자","9.86"
"1321","스피크업히어로","판타지 액션 히어로.","9.55"
"1322","페더","무릉도원 판타지","9.86"
"1323","사신기","사신을 사랑한 인간","9.80"
"1324","우리집에곰이이사왔다","마법의 숲,테바의 최정예 요원 곰토토! 국가의 명령으로 인간 세상으로 파견되었다. 털북숭이계의 에이스, 곰토토의 파란만장한 인간세상 개고생 라이프!","9.89"
"1325","얼티미터","궁극에 선 자","9.90"
"1326","위기의왕씨형제들","위왕이 돌아왔다!!","9.87"
"1327","천사에게는날개가없다","인간이 되어 버린 천사와 영혼을 잃어버린 소녀","9.87"
"1328","히어로망스","로망스작가의 모험","9.85"
"1329","꿀밤","허니 나이트.","9.86"
"1330","눈꽃의심장","장르 파괴 액션물","9.74"
"1331","버기버그","곤충들의 마법소녀 버기!","9.86"
"1332","하제","신의 아이와의 기담","9.87"
"1333","랑앤마눌","부부의 에피소드","9.79"
"1334","위아애니멀스","동물이 되어","9.87"
"1335","아침식사됩니다","반요들의 일상이야기","9.88"
"1336","본격연애이야기!","코믹 공감 연애물","9.74"
"1337","금지클럽","금단의사랑","9.72"
"1338","그녀는나를싫어해","하지만 나는 그녀를..","9.89"
"1339","라인리스::Lineless","Lineless","9.85"
"1340","유만즈","심장 없는 엑소시스트","9.85"
"1341","뷰티어스인","오드아이(ODD EYE)","7.55"
"1342","괭씨의나태한세상","겨털로 감정표현","9.63"
"1343","기억들","기억을 읽는 남자와 기억을 숨기는 여자, 그리고 죽은 이들의 기억에 관한 이야기.","9.89"
"1344","소년의신성","소년 무신을 만나다.","9.85"
"1345","글라디우스프로젝트","헤레틱과 인간","9.88"
"1346","투명매니큐어를바르는승무원","현직 승무원 로나의 사막비행일지","9.88"
"1347","숙이네이야기","오독이들(다섯강아지), 빠다언니, 숙이가 함께 살며 겪어가는 즐거운 에피소드가 있는 곳","9.82"
"1348","칼로리메트리","로맨스 스릴러","9.75"
"1349","기생하는심장","감정과 관계에 관한 이야기들","9.86"
"1350","너를잃는숲","숲에 들어가지 마렴, 소중한 걸 잃게 된단다."" 경고를 무시하고 들어선 숲에서 시엘은 의문의 소녀인 로사나를 만나게 되는데...","9.82"
"1351","일코선생","""인생이 덕질에 방해가 된다"" - 완벽한 선생의 이중생활","9.88"
"1352","마법사와꼬마","운명일까?","9.84"
"1353","화이트데이","너흰 그냥 친구야!!","9.30"
"1354","산타라떼(SantaLatte)","리메이크","9.86"
"1355","메리의미쿡정복기","먼 타지땅에서 한국인의 끈기로 성공하는 메리","9.81"
"1356","공감없는이야기","약간파랗의 공감없는이야기","9.00"
"1357","이웃집의스토커군","훈남 스토커가 옆집에 산다.","9.63"
"1358","페이트","수명을 보는 남자","9.72"
"1359","예쁘니까괜찮아","전학생 영희가 온다!","9.87"
"1360","새벽에듣는만화","새벽감성 노래만화","9.87"
"1361","화요일에죽는남자","화요일에 죽는 남자","9.58"
"1362","짐승뎐","연재중지","9.87"
"1363","안녕하세요간호사입니다","나는 남자간호사다","9.84"
"1364","떡볶이가게아가씨","떡볶이 가게 사장님 희란이 이야기","8.66"
"1365","트윙클","내여친은 5살 아역스타","9.52"
"1366","작심삼일운동툰","넓고 얕은 그녀의 운동기","9.78"
"1367","코르보(Corvo)","먹거나 먹히거나.","9.86"
"1368","편집자","누군가 당신을 훔쳐보고 있다","9.60"
"1369","아빠내일은뭐하고놀까?","조금은 특별한 아버지와 아들의 이야기","9.80"
"1370","신혼의맛","갑질하는 아내 VS 을질하는 남편, 평생 신혼처럼 살기로 작정하다!! 과연?!","9.00"
"1371","동아리방202호","개성 넘치는 7명의 동아리이야기(자유연재)","9.87"
"1372","사이트인킬러","잔혹 판타지","9.86"
"1373","레드헤링","슬럼가에서 사는 사람들","9.66"
"1374","연애고자모하나","망한 연애들 이야기","9.85"
"1375","한국인이다","한국인이다","9.80"
"1376","올빼미집","안녕하세요 올빼미입니다. 언제나처럼 카툰으로 찾아뵙겠습니다.","9.09"
"1377","오늘의퇴마","오늘의 퇴마","9.87"
"1378","환상동화모음집","어른을 위한 동화","9.65"
"1379","4번째세계","만 이천년 전의 사랑이야기","9.59"
"1380","마당개의인생","개와 소년의 우정과 모험","9.73"
"1381","빗자루도깨비태비","도깨비 이야기","9.87"
"1382","병원에서온그대","소아청소년과 전공의와 연애하듯 살아가는 일상툰","9.74"
"1383","잭(J.a.c.k)","돌아왔습니다!","9.21"
"1384","열정호구","사회초년생 수난기","9.87"
"1385","솔로인커플","4x4컷 황당로맨스","9.85"
"1386","플라즈마걸스","우주경찰 소녀들","9.84"
"1387","에스프레소케이크","“나는 그날, 차민재를 만난 뒤 끊었던 담배를 다시 피우기 시작했다.”","9.86"
"1388","그중에나는없었다","그 아이의 시선에는 내가 있을까?","9.87"
"1389","렝드","판타지 드라마","9.85"
"1390","청춘의모퉁이","서툰 어른, 30대. 청춘의 모퉁이에 서 있는 그들의 이야기 (월,목 연재)","9.85"
"1391","오늘도핸드메이드!","딱히 쓸모없지만, 매일 해도 좋으니까","9.86"
"1392","말랑말랑인생","말랑말랑한 인생이야기.","9.85"
"1393","막순이","막순의 애틋한 첫사랑","9.85"
"1394","몽상가죽이기","악몽을 설계하는 소년","9.57"
"1395","고양이마법학교","cats magic school","9.79"
"1396","그어느날,우리는서로를바라보았다","어느 우리","9.64"
"1397","볼빨간씨의하루","소소한 일상","9.34"
"1398","마지막휴가","군대만화(실화)","9.62"
"1399","너에게말하지못한얘기","몽환판타지.","9.83"
"1400","맘스다이어리","쌩 초짜 엄마 아빠의 육아일기","9.78"
"1401","꼬매","꼬매의 일상이야기","9.75"
"1402","달의기억","판타지/ 빛 속에 감추어진 잃어버린 이야기.","9.79"
"1403","고양이프린스","이유없이 왕따 당하는 소녀의 특별한 냥줍 사건","9.79"
"1404","지금은37.2도","사랑을 만드는 온도 37.2도. 내 온도를 만드는건 누구?","9.75"
"1405","꼬마마법사박광태","배틀코믹스에서 뵈요!","9.75"
"1406","구사일생","어느날, 난 죽었다.","9.71"
"1407","아더스(others)","귀신들의 사는 이야기","9.78"
"1408","스프린터","단편만화 모음집","9.87"
"1409","결혼해줘","신혼생활","9.83"
"1410","완전범죄","이제부터 나는 범죄자다.","9.69"
"1411","죽은자들의도시에서","좀비웹툰","9.73"
"1412","끝난게아니다(청춘은야구&사랑)","청춘=야구&사랑","9.65"
"1413","소소캣다이어리","깜찍한 고양이들의 소소한 일상과 사색","9.75"
"1414","지금은가난중","빈곤한 우리네 청춘","9.86"
"1415","디노와브리","마누라가 직장상사","9.64"
"1416","너와나의90일","흔하지만 흔하지않았던 너와 나의 90일","9.85"
"1417","허니허니","리얼 실시간 임신출산 웹툰!!","9.86"
"1418","클라푸티듀스","미소녀 디저트 만화","9.84"
"1419","산들바람","10,20,30일 나와요!","9.83"
"1420","차가움에게은총을","괜찮은 걸까?","9.83"
"1421","일상을지켜라","좀 특이한 사람들의 일상","9.88"
"1422","라라파루자","격툰","9.80"
"1423","청춘금지","일상툰","9.74"
"1424","초상화","명화 속 소녀와 화가","9.86"
"1425","촉수괴물M","육아 판타지","9.87"
"1426","발자국이녹기전에","시대물 로맨스","9.87"
"1427","엥앙일기","엥앙그림일기","9.86"
"1428","환생게임","환생서바이벌 배틀","9.48"
"1429","내신랑은구미호","구미호가 나오는 만화","9.48"
"1430","LiveLiveDead","본격 좀비물을 가장한 허세쩌는 만화","9.47"
"1431","폭풍의짱빨라","열혈 질주 만화","8.82"
"1432","교실공략기","초등교사 오토리","9.85"
"1433","낭만은원래돈이없어야하는거래","맑은 수채화로 그려낸 감성 가득 유럽여행기.","9.85"
